,summary,config,name
310,{'_wandb': {'runtime': 0}},"{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v10
311,{'_wandb': {'runtime': 0}},"{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v10
312,{'_wandb': {'runtime': 0}},"{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v10
313,{'_wandb': {'runtime': 1}},"{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v10
314,"{'_runtime': 3252.4193353652954, 'model gap': -0.016502183353707622, '_timestamp': 1712579007.9844444, 'gap': -0.002658703420625519, '_step': 152, '_wandb': {'runtime': 3251}, 'test loss': 0.357754815428976, 'training loss': 0.3550961120083505, 'model test loss': 0.40746696179821373, 'model training loss': 0.3909647784445061}","{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v8
315,"{'_runtime': 3319.988983154297, 'model gap': -0.007841153737252582, 'model training loss': 0.4038780465124794, 'gap': -0.033070368711451026, '_step': 152, '_wandb': {'runtime': 3319}, 'test loss': 0.37784102594289254, '_timestamp': 1712575724.4579282, 'training loss': 0.3447706572314415, 'model test loss': 0.411719200249732}","{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v9
316,"{'gap': -0.05624939820139807, '_step': 65, '_runtime': 3085.687829732895, 'test loss': 0.5690707078599554, '_timestamp': 1712572032.4454927, 'training loss': 0.5128213096585573}","{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v8
317,"{'_step': 120, '_runtime': 6.0374369621276855, 'train-mae': 90.79254488502777, '_timestamp': 1712568938.126481}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v8
318,"{'Test MAE': 122.83967849004836, '_runtime': 16.89084219932556, 'train-mae': 49.92047069139585, '_timestamp': 1712565196.038618, '_step': 716, '_wandb': {'runtime': 16}}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",xgboost_v8
319,{},"{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",xgboost_v8
320,"{'_wandb': {'runtime': 13}, 'Test MAE': 122.83967849004836, '_runtime': 14.55450987815857, 'train-mae': 49.89613797775268, '_timestamp': 1712563543.1652129, '_step': 717}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",xgboost_v8
321,{},"{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",xgboost_v8
322,"{'test loss': 0.4599857820769933, 'training loss': 0.39815704272271696, 'model training loss': 0.41657662635896014, 'gap': -0.06182873935427635, '_wandb': {'runtime': 3292}, '_runtime': 3293.188608646393, 'model gap': 0.0054159061664189045, '_step': 152, '_timestamp': 1712555025.9931858, 'model test loss': 0.4111607201925413}","{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v7
323,"{'_timestamp': 1712551701.7117867, 'training loss': 0.38547549326685154, 'test loss': 0.4576140384035786, 'model test loss': 0.4200889691358477, 'model training loss': 0.4065717996375023, 'gap': -0.07213854513672707, '_step': 152, '_wandb': {'runtime': 3322}, '_runtime': 3323.472455739975, 'model gap': -0.01351716949834536}","{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v6
324,"{'_step': 48, '_runtime': 2.546736240386963, 'train-mae': 118.83471180092045, '_timestamp': 1712548367.7637863}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v6
325,"{'train-mae': 49.89613797775268, '_timestamp': 1712547999.2618265, '_step': 717, '_wandb': {'runtime': 15}, 'Test MAE': 122.83967849004836, '_runtime': 16.32345223426819}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
326,"{'_runtime': 17.026423692703247, 'train-mae': 49.92047069139585, '_timestamp': 1712547905.1395948, '_step': 716, '_wandb': {'runtime': 16}, 'Test MAE': 122.83967849004836}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
327,{},"{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
328,{},"{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
329,"{'_step': 49, '_runtime': 1.8653500080108645, 'train-mae': 0, '_timestamp': 1712547340.281288}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
330,"{'_step': 50, '_runtime': 1.9847185611724856, 'train-mae': 0, '_timestamp': 1712547222.6446383}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
331,"{'_step': 50, '_runtime': 1.8061339855194092, 'train-mae': 0, '_timestamp': 1712546507.771346}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
332,"{'_step': 50, '_wandb': {'runtime': 0}, '_runtime': 1.1716880798339844, 'train-mae': 0, '_timestamp': 1712546090.279226}","{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
333,{'_wandb': {'runtime': 0}},"{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
334,{'_wandb': {'runtime': 0}},"{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
335,{'_wandb': {'runtime': 0}},"{'n_in': 6, 'n_test': 30, 'param_grid': {'max_depth': [3, 5, 7], 'n_estimators': [100, 500, 1000], 'learning_rate': [0.01, 0.1, 0.3]}, 'wandb_run_name': 'xgboost', 'wandb_project_name': 'electricity_demand_forecasting'}",lstm_v5
336,"{'training loss': 0.376893903884955, 'gap': -0.03254692482231952, '_runtime': 3309.962460756302, 'model gap': -0.003031815040398511, '_timestamp': 1712546795.19828, 'model test loss': 0.3996079352192991, 'model training loss': 0.3965761201789006, '_step': 152, '_wandb': {'runtime': 3309}, 'test loss': 0.4094408287072745}","{'epochs': 10, 'dropout': 0.2, 'n_folds': 5, 'batch_size': 256, 'n_features': 33, 'num_layers': 2, 'weight_decay': 1e-05, 'hidden layers': 50, 'learning_rate': 0.0001, 'sequence_length': 336}",lstm_v5
337,"{'model gap': -0.01577347021140374, '_timestamp': 1712543334.255682, 'training loss': 0.34470008593928475, 'gap': -0.04202718482628265, '_wandb': {'runtime': 3343}, '_runtime': 3344.4411668777466, 'model training loss': 0.3990805009291874, '_step': 152, 'test loss': 0.3867272707655674, 'model test loss': 0.41485397114059114}",{},lstm_v4
338,"{'training loss': 0.8020809522616826, 'model test loss': 0.6425377727493526, 'model training loss': 0.5969282445767761, 'gap': 0.003205114916859708, '_step': 152, '_wandb': {'runtime': 3324}, '_runtime': 3325.4590985774994, '_timestamp': 1712499192.2570176, 'model gap': -0.045609528172576574, 'test loss': 0.7988758373448229}",{},lstm_v3-5
339,"{'gap': -0.10107745382729472, '_step': 24, '_runtime': 278.48458337783813, 'test loss': 0.7004593049916695, '_timestamp': 1712495801.5081964, 'training loss': 0.5906685940393313}",{},lstm_v3
340,"{'gap': -0.09152873480746349, '_wandb': {'runtime': 3261}, '_timestamp': 1712495467.5296476, 'training loss': 0.5718742576325575, 'model training loss': 0.5503382873613838, '_step': 151, '_runtime': 3262.522662639618, 'test loss': 0.663402992440021, 'model test loss': 0.6168822256129558}",{},lstm_v3
341,"{'_timestamp': 1712492177.365452, 'training loss': 0.5002034595440548, 'model test loss': 0.6023197995865439, 'model training loss': 0.5238378919452127, '_step': 101, '_wandb': {'runtime': 3289}, '_runtime': 3290.2434661388397, 'test loss': 0.641711132967566}",{},lstm_v2
342,"{'_runtime': 1590.7010562419891, 'test loss': 0.7013916680662651, '_timestamp': 1712488846.4708402, 'training loss': 0.5983763321253199, 'model test loss': 0.6637282859152697, 'model training loss': 0.6278131569976193, '_step': 51, '_wandb': {'runtime': 1590}}",{},lstm_v1
343,"{'_step': 48, 'epoch': 2, '_runtime': 787.8541371822357, 'test loss': 0.6727033426442485, '_timestamp': 1712487188.671503, 'training loss': 0.7096076797036563}",{},lstm
344,{},"{'gamma': 0.6055559482291423, 'max_depth': 10, 'reg_alpha': 0.4044569431783333, 'subsample': 0.6038736701728885, 'reg_lambda': 8.039364664349073, 'learning_rate': 0.01560109172848176, 'min_child_weight': 144}",super-sweep-90
345,{'_wandb': {'runtime': 0}},"{'gamma': 0.2960691940580865, 'max_depth': 7, 'reg_alpha': 0.5727471501737635, 'subsample': 0.514517649841598, 'reg_lambda': 9.682265924844224, 'learning_rate': 0.08885379552934869, 'min_child_weight': 24}",leafy-sweep-89
346,{'_wandb': {'runtime': 0}},"{'gamma': 5.163078561794606, 'max_depth': 10, 'reg_alpha': 0.9990842270034844, 'subsample': 0.6517097972334742, 'reg_lambda': 8.773565250213776, 'learning_rate': 0.1468059124449951, 'min_child_weight': 242}",helpful-sweep-88
347,{'_wandb': {'runtime': 1}},"{'gamma': 5.622806426566529, 'max_depth': 10, 'reg_alpha': 0.7153482187925655, 'subsample': 0.9877036835360692, 'reg_lambda': 9.680036344338282, 'learning_rate': 0.06632771351962718, 'min_child_weight': 142}",fearless-sweep-87
348,"{'_step': 0, '_wandb': {'runtime': 7}, '_runtime': 7.603801250457764, '_timestamp': 1712276081.3185964, 'mae': 50.78567185030866}","{'gamma': 0.6402019379351945, 'max_depth': 10, 'reg_alpha': 0.6976742176462186, 'subsample': 0.6225210862796509, 'reg_lambda': 9.702865285230304, 'learning_rate': 0.07110436300016672, 'min_child_weight': 150}",desert-sweep-86
349,"{'_wandb': {'runtime': 5}, '_runtime': 5.77139949798584, '_timestamp': 1712276058.1051264, 'mae': 49.96495562585115, '_step': 0}","{'gamma': 0.4345455526254915, 'max_depth': 7, 'reg_alpha': 0.8386861301730167, 'subsample': 0.6818164558577273, 'reg_lambda': 8.347363578686318, 'learning_rate': 0.08680717157040317, 'min_child_weight': 18}",faithful-sweep-85
350,"{'mae': 50.627580127407306, '_step': 0, '_wandb': {'runtime': 5}, '_runtime': 6.045886754989624, '_timestamp': 1712276037.1222897}","{'gamma': 0.13213391388734289, 'max_depth': 9, 'reg_alpha': 0.4639690618859482, 'subsample': 0.6949624886470018, 'reg_lambda': 9.09776708319898, 'learning_rate': 0.10637292214297991, 'min_child_weight': 15}",dry-sweep-84
351,"{'_wandb': {'runtime': 6}, '_runtime': 6.674763202667236, '_timestamp': 1712276022.4104822, 'mae': 49.644936753036845, '_step': 0}","{'gamma': 1.9745677922291969, 'max_depth': 8, 'reg_alpha': 0.5860373704799285, 'subsample': 0.952958946009672, 'reg_lambda': 9.368972430160731, 'learning_rate': 0.09097678955027232, 'min_child_weight': 97}",faithful-sweep-83
352,"{'mae': 50.05298895574509, '_step': 0, '_wandb': {'runtime': 7}, '_runtime': 7.909310102462768, '_timestamp': 1712276007.37123}","{'gamma': 0.6189450017774141, 'max_depth': 9, 'reg_alpha': 0.7703617209987356, 'subsample': 0.9868946199210994, 'reg_lambda': 8.454396399033529, 'learning_rate': 0.07255109206188616, 'min_child_weight': 112}",trim-sweep-82
353,"{'mae': 50.46652663031085, '_step': 0, '_wandb': {'runtime': 14}, '_runtime': 14.792596340179443, '_timestamp': 1712275992.7247934}","{'gamma': 0.198383534539428, 'max_depth': 10, 'reg_alpha': 0.00023656223265744456, 'subsample': 0.5331784192804729, 'reg_lambda': 6.191566931611523, 'learning_rate': 0.019638918649839937, 'min_child_weight': 16}",comfy-sweep-81
354,"{'_timestamp': 1712275971.5109725, 'mae': 50.59615722681343, '_step': 0, '_wandb': {'runtime': 9}, '_runtime': 9.891053199768066}","{'gamma': 0.25169114145432625, 'max_depth': 10, 'reg_alpha': 0.05872125497358238, 'subsample': 0.7698355583223866, 'reg_lambda': 8.082829523259477, 'learning_rate': 0.038444765216641585, 'min_child_weight': 87}",copper-sweep-80
355,"{'mae': 50.91461862120355, '_step': 0, '_wandb': {'runtime': 7}, '_runtime': 7.734705924987793, '_timestamp': 1712275954.064074}","{'gamma': 0.3088710279085355, 'max_depth': 10, 'reg_alpha': 0.6328995987314385, 'subsample': 0.7512233797176937, 'reg_lambda': 9.557883970824118, 'learning_rate': 0.1372983585177813, 'min_child_weight': 15}",zesty-sweep-79
356,"{'mae': 50.23253230650824, '_step': 0, '_wandb': {'runtime': 6}, '_runtime': 7.102860689163208, '_timestamp': 1712275936.8397226}","{'gamma': 1.0720513111370749, 'max_depth': 9, 'reg_alpha': 0.518159455897348, 'subsample': 0.9899763226054504, 'reg_lambda': 9.68610626261055, 'learning_rate': 0.1294473981681463, 'min_child_weight': 183}",wise-sweep-78
357,"{'_wandb': {'runtime': 5}, '_runtime': 5.907230615615845, '_timestamp': 1712275914.2575035, 'mae': 50.47179171390809, '_step': 0}","{'gamma': 0.5428262740837122, 'max_depth': 9, 'reg_alpha': 0.9665700668380466, 'subsample': 0.9770919101760354, 'reg_lambda': 6.483097862947637, 'learning_rate': 0.14412501111507456, 'min_child_weight': 67}",leafy-sweep-77
358,"{'mae': 50.269342321114266, '_step': 0, '_wandb': {'runtime': 5}, '_runtime': 6.486358642578125, '_timestamp': 1712275898.4646547}","{'gamma': 0.6742659817100392, 'max_depth': 8, 'reg_alpha': 0.8359109953874891, 'subsample': 0.5698661257559787, 'reg_lambda': 8.088930771454688, 'learning_rate': 0.08131657712859823, 'min_child_weight': 3}",sweet-sweep-76
359,"{'mae': 50.37940294637925, '_step': 0, '_wandb': {'runtime': 6}, '_runtime': 6.852491855621338, '_timestamp': 1712275882.497079}","{'gamma': 1.3272318475920113, 'max_depth': 9, 'reg_alpha': 0.9144052220416105, 'subsample': 0.72705218500785, 'reg_lambda': 9.849791143329234, 'learning_rate': 0.1122738820649118, 'min_child_weight': 31}",whole-sweep-75
360,"{'_step': 0, '_wandb': {'runtime': 7}, '_runtime': 7.797608375549316, '_timestamp': 1712275867.1749735, 'mae': 50.39303701151299}","{'gamma': 0.2613506290409584, 'max_depth': 9, 'reg_alpha': 0.3919207382070595, 'subsample': 0.5816137407250246, 'reg_lambda': 9.23252268162372, 'learning_rate': 0.08758571853867805, 'min_child_weight': 73}",eager-sweep-74
361,"{'mae': 49.897209322726624, '_step': 0, '_wandb': {'runtime': 10}, '_runtime': 11.035128116607666, '_timestamp': 1712275844.164232}","{'gamma': 0.905578061443336, 'max_depth': 10, 'reg_alpha': 0.5186463166340709, 'subsample': 0.5608327783855349, 'reg_lambda': 9.889008488834197, 'learning_rate': 0.05142407677954847, 'min_child_weight': 38}",scarlet-sweep-73
362,"{'_step': 0, '_wandb': {'runtime': 8}, '_runtime': 8.714715957641602, '_timestamp': 1712275826.367966, 'mae': 49.79796711896648}","{'gamma': 2.0751170652816664, 'max_depth': 8, 'reg_alpha': 0.6650036467574888, 'subsample': 0.973087023937204, 'reg_lambda': 9.826509141768524, 'learning_rate': 0.0651484997297656, 'min_child_weight': 10}",royal-sweep-72
363,"{'mae': 49.98133476355735, '_step': 0, '_wandb': {'runtime': 6}, '_runtime': 8.704479455947876, '_timestamp': 1712275809.2866845}","{'gamma': 2.0599889879573494, 'max_depth': 9, 'reg_alpha': 0.8593116230243733, 'subsample': 0.916334779138414, 'reg_lambda': 9.182769598608298, 'learning_rate': 0.1034915701872248, 'min_child_weight': 27}",classic-sweep-71
364,"{'mae': 54.056889999486096, '_step': 0, '_wandb': {'runtime': 14}, '_runtime': 15.156867265701294, '_timestamp': 1712275784.7529292}","{'gamma': 0.8854583447159851, 'max_depth': 9, 'reg_alpha': 0.8051854412034957, 'subsample': 0.773988191202037, 'reg_lambda': 8.997070570015056, 'learning_rate': 0.007265377189260224, 'min_child_weight': 27}",effortless-sweep-70
365,"{'_wandb': {'runtime': 3}, '_runtime': 3.5740954875946045, '_timestamp': 1712275761.8398914, 'mae': 52.82127138811893, '_step': 0}","{'gamma': 5.548863101520836, 'max_depth': 9, 'reg_alpha': 0.855717879265036, 'subsample': 0.9166868778971626, 'reg_lambda': 1.2238288270208633, 'learning_rate': 0.2891649663563374, 'min_child_weight': 297}",happy-sweep-69
366,"{'mae': 52.361532513072355, '_step': 0, '_wandb': {'runtime': 6}, '_runtime': 7.452779769897461, '_timestamp': 1712275750.3609238}","{'gamma': 3.1170437092033616, 'max_depth': 9, 'reg_alpha': 0.9872555905455348, 'subsample': 0.9878008019847904, 'reg_lambda': 7.181729827695824, 'learning_rate': 0.031253618186221, 'min_child_weight': 282}",pretty-sweep-68
367,"{'mae': 50.81296925185647, '_step': 0, '_wandb': {'runtime': 7}, '_runtime': 8.351249933242798, '_timestamp': 1712275734.932139}","{'gamma': 3.1437467695419414, 'max_depth': 8, 'reg_alpha': 0.9936081162132802, 'subsample': 0.9720585389970874, 'reg_lambda': 9.896851076424111, 'learning_rate': 0.026880175409638104, 'min_child_weight': 52}",glad-sweep-67
368,"{'_step': 0, '_wandb': {'runtime': 11}, '_runtime': 12.007049560546877, '_timestamp': 1712275717.2064705, 'mae': 50.42592697305874}","{'gamma': 0.11132407256526897, 'max_depth': 10, 'reg_alpha': 0.45597954027058585, 'subsample': 0.7357199835010555, 'reg_lambda': 8.87267964132715, 'learning_rate': 0.027617224835469495, 'min_child_weight': 47}",charmed-sweep-66
369,"{'mae': 49.96470480802585, '_step': 0, '_wandb': {'runtime': 7}, '_runtime': 7.898002624511719, '_timestamp': 1712275696.7496276}","{'gamma': 0.6247946300822051, 'max_depth': 9, 'reg_alpha': 0.9600095165523194, 'subsample': 0.9850272009501236, 'reg_lambda': 9.361743495677038, 'learning_rate': 0.07980645781722916, 'min_child_weight': 112}",rich-sweep-65
370,"{'mae': 50.64768382902032, '_step': 0, '_wandb': {'runtime': 7}, '_runtime': 7.530774831771851, '_timestamp': 1712275680.0683367}","{'gamma': 5.462683484595767, 'max_depth': 10, 'reg_alpha': 0.9790347755566704, 'subsample': 0.9838193389391036, 'reg_lambda': 3.81919305962607, 'learning_rate': 0.07489675962111354, 'min_child_weight': 253}",cool-sweep-64
371,"{'_timestamp': 1712275665.550529, 'mae': 49.692825125705006, '_step': 0, '_wandb': {'runtime': 13}, '_runtime': 14.314364910125732}","{'gamma': 1.0943480066964368, 'max_depth': 10, 'reg_alpha': 0.8320633646995204, 'subsample': 0.824859143013878, 'reg_lambda': 9.402849416648458, 'learning_rate': 0.037068510626986406, 'min_child_weight': 17}",wandering-sweep-63
372,"{'_wandb': {'runtime': 6}, '_runtime': 6.821428298950195, '_timestamp': 1712275641.7674394, 'mae': 50.96558885529351, '_step': 0}","{'gamma': 0.28375960425055285, 'max_depth': 9, 'reg_alpha': 0.6094287972315993, 'subsample': 0.9149980585098428, 'reg_lambda': 9.54650926879366, 'learning_rate': 0.12614557734063772, 'min_child_weight': 6}",eager-sweep-62
373,"{'_runtime': 4.719465494155884, '_timestamp': 1712275629.3599684, 'mae': 52.08817054648557, '_step': 0, '_wandb': {'runtime': 4}}","{'gamma': 5.235968537757321, 'max_depth': 9, 'reg_alpha': 0.7531042404705773, 'subsample': 0.992562827980298, 'reg_lambda': 7.55314114176318, 'learning_rate': 0.21741612895372575, 'min_child_weight': 222}",clear-sweep-61
374,"{'_timestamp': 1712275617.8281262, 'mae': 51.15305614730009, '_step': 0, '_wandb': {'runtime': 8}, '_runtime': 9.25264024734497}","{'gamma': 1.529828813590944, 'max_depth': 9, 'reg_alpha': 0.9577231962730536, 'subsample': 0.6321653812886017, 'reg_lambda': 8.415273598988415, 'learning_rate': 0.023943926238131186, 'min_child_weight': 61}",good-sweep-60
375,"{'mae': 50.05207473285176, '_step': 0, '_wandb': {'runtime': 9}, '_runtime': 9.530012845993042, '_timestamp': 1712275601.8269868}","{'gamma': 0.35818902252440266, 'max_depth': 10, 'reg_alpha': 0.6283213842054263, 'subsample': 0.915878999128044, 'reg_lambda': 9.459435625687115, 'learning_rate': 0.06844362015529729, 'min_child_weight': 65}",wise-sweep-59
376,"{'mae': 50.42026521809478, '_step': 0, '_wandb': {'runtime': 6}, '_runtime': 7.225745916366577, '_timestamp': 1712275576.445524}","{'gamma': 5.990051161644036, 'max_depth': 10, 'reg_alpha': 0.9189511851974962, 'subsample': 0.9354432044034182, 'reg_lambda': 9.287042006982148, 'learning_rate': 0.1146287503181096, 'min_child_weight': 237}",dark-sweep-58
377,"{'mae': 50.478884824743695, '_step': 0, '_wandb': {'runtime': 5}, '_runtime': 5.929027080535889, '_timestamp': 1712275553.860948}","{'gamma': 4.746813049276246, 'max_depth': 8, 'reg_alpha': 0.9410963507978066, 'subsample': 0.9970399928593896, 'reg_lambda': 6.887077967917558, 'learning_rate': 0.15526451453032877, 'min_child_weight': 286}",exalted-sweep-57
378,"{'mae': 49.88184722224453, '_step': 0, '_wandb': {'runtime': 7}, '_runtime': 7.979509830474853, '_timestamp': 1712275540.6418138}","{'gamma': 1.348219714650454, 'max_depth': 9, 'reg_alpha': 0.6520815429592297, 'subsample': 0.8462131802452029, 'reg_lambda': 9.594458157461796, 'learning_rate': 0.08443403520517999, 'min_child_weight': 48}",fancy-sweep-56
379,"{'_wandb': {'runtime': 10}, '_runtime': 11.470747947692873, '_timestamp': 1712275522.58607, 'mae': 50.760667272373965, '_step': 0}","{'gamma': 2.567364766740511, 'max_depth': 10, 'reg_alpha': 0.9532513377651658, 'subsample': 0.9427789743646988, 'reg_lambda': 8.473535588633075, 'learning_rate': 0.027116666802247287, 'min_child_weight': 72}",generous-sweep-55
380,"{'mae': 51.04600799878913, '_step': 0, '_wandb': {'runtime': 9}, '_runtime': 9.758170127868652, '_timestamp': 1712275494.258676}","{'gamma': 0.6616986541295202, 'max_depth': 10, 'reg_alpha': 0.39778786450430337, 'subsample': 0.9986351529934756, 'reg_lambda': 7.90936476148639, 'learning_rate': 0.1029762903327254, 'min_child_weight': 7}",resilient-sweep-54
381,"{'mae': 58.09980908577008, '_step': 0, '_wandb': {'runtime': 3}, '_runtime': 3.577871561050415, '_timestamp': 1712275476.7753096}","{'gamma': 1.7811045965597283, 'max_depth': 3, 'reg_alpha': 0.947892590823316, 'subsample': 0.964142851840503, 'reg_lambda': 7.731845857314798, 'learning_rate': 0.07721866732001079, 'min_child_weight': 24}",bumbling-sweep-53
382,"{'mae': 49.56287919672453, '_step': 0, '_wandb': {'runtime': 6}, '_runtime': 7.116675853729248, '_timestamp': 1712275463.9305508}","{'gamma': 1.113898381392651, 'max_depth': 8, 'reg_alpha': 0.8436036409471178, 'subsample': 0.9302487700011716, 'reg_lambda': 9.6507602423759, 'learning_rate': 0.07874329087965781, 'min_child_weight': 62}",silvery-sweep-52
383,"{'mae': 49.6807191101322, '_step': 0, '_wandb': {'runtime': 7}, '_runtime': 8.490826606750488, '_timestamp': 1712275449.9968176}","{'gamma': 0.10650562902483782, 'max_depth': 8, 'reg_alpha': 0.7382473517833591, 'subsample': 0.7135521699282321, 'reg_lambda': 9.368762185318248, 'learning_rate': 0.05039779206391734, 'min_child_weight': 18}",visionary-sweep-51
384,"{'mae': 49.907222440250976, '_step': 0, '_wandb': {'runtime': 5}, '_runtime': 6.235847473144531, '_timestamp': 1712275431.4725614}","{'gamma': 1.0335790856034894, 'max_depth': 7, 'reg_alpha': 0.8924096157302249, 'subsample': 0.984297315083515, 'reg_lambda': 8.076005330991615, 'learning_rate': 0.07201924082225258, 'min_child_weight': 92}",classic-sweep-50
385,"{'mae': 49.74387157071439, '_step': 0, '_wandb': {'runtime': 9}, '_runtime': 9.674667835235596, '_timestamp': 1712275418.578652}","{'gamma': 0.7656763553793214, 'max_depth': 10, 'reg_alpha': 0.6818879319544313, 'subsample': 0.966459439538892, 'reg_lambda': 9.255409320510369, 'learning_rate': 0.06313044015280028, 'min_child_weight': 93}",comfy-sweep-49
